id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
233754,3,AGGH,7218,148,ASP,1,0,06,-9.431739807128906,160.0449981689453,28,68,,24,-9.424260139465332,160.06399536132812,14,248,
238355,66,AYNZ,8000,148,ASP,1,0,09,-6.56887,146.714996,239,95,,27,-6.57078,146.737,216,275,
238362,67,AYPY,9022,148,ASP,1,0,14L,-9.430870056152344,147.21400451660156,103,148.4,,32R,-9.452099800109863,147.2270050048828,128,328.4,
238361,67,AYPY,4625,148,ASP,0,0,14R,-9.434709548950195,147.21299743652344,104,142,,32L,-9.450630187988281,147.22300720214844,129,322,
504924,114,BGGH,7217,148,ASPH,1,0,04,64.181442,-51.686234,275,,,22,64.200249,-51.672482,275,,
236103,114,BGGH,3117,98,ASP,1,1,05,64.189003,-51.6796,271,19,,23,64.197098,-51.673401,281,199,
236462,117,BIAR,8858,148,ASP,1,0,01,65.6549,-18.0699,7,356,492,19,65.6672,-18.074,5,176,492
236460,123,BIKF,10020,197,ASP,1,0,01,63.964487,-22.605428,135,14,,19,63.99186,-22.605407,161,194,
236461,123,BIKF,10056,197,ASP,1,0,10,63.985026,-22.654977,109,104,,28,63.985031,-22.592365,168,284,
246235,4614,BKPR,9974,148,ASP,1,0,17,42.58533477783203,21.03459930419922,1789,176,,35,42.55803680419922,21.03737449645996,1786,356,
234742,1717,CYEG,11000,200,ASP,1,0,02,53.30889892578125,-113.59600067138672,2322,33.9,,20,53.33420181274414,-113.56800079345703,2337,213.9,
234743,1717,CYEG,10200,200,ASP,1,0,12,53.306400299072266,-113.59500122070312,2325,135.1,,30,53.28670120239258,-113.56199645996094,2372,315.1,
234672,1770,CYHZ,10500,200,ASP,1,0,05,44.86859893798828,-63.525001525878906,449,35,,23,44.888301849365234,-63.50559997558594,443,215,361
234673,1770,CYHZ,7700,200,ASP,1,0,14,44.89360046386719,-63.5182991027832,435,126,,32,44.881099700927734,-63.49420166015625,476,306,
235026,1808,CYLW,8900,200,ASP,1,0,16,49.96609878540039,-119.37899780273438,1421,175,1200,34,49.94620132446289,-119.3759994506836,1370,355,400
234949,1840,CYOW,3300,75,ASP,0,0,04,45.32667541503906,-75.68901824951172,348,26,250,22,45.33430099487305,-75.68350219726562,335,206,
234950,1840,CYOW,8000,200,ASP,1,0,07,45.31330108642578,-75.6709976196289,373,57.2,,25,45.325199127197266,-75.6447982788086,362,237.2,
234951,1840,CYOW,10000,200,ASP,1,0,14,45.32703399658203,-75.68624114990234,349,126.3,,32,45.310791015625,-75.65492248535156,371,306.3,
234547,1864,CYQB,9000,150,ASP,1,0,06,46.7822,-71.406403,244,44,,24,46.799974,-71.381072,217,224,
234548,1864,CYQB,5700,150,ASP,1,0,11,46.78879928588867,-71.40290069580078,239,97.6,,29,46.786800384521484,-71.38040161132812,231,277.6,
235037,1928,CYUL,11000,200,ASP,1,0,06L,45.461063385009766,-73.7650146484375,96,42.7,,24R,45.4832763671875,-73.73592376708984,106,222.7,
235036,1928,CYUL,9600,200,ASP,1,0,06R,45.45766067504883,-73.74138641357422,98,41.3,,24L,45.477020263671875,-73.71601104736328,117,221.3,
235038,1928,CYUL,7000,200,ASP,1,1,10,45.462502,-73.764999,96,88,,28,45.463299,-73.738297,99,268,
234512,1941,CYVR,9940,200,CON,1,0,08L,49.20500183105469,-123.20099639892578,13,100,,26R,49.200599670410156,-123.16000366210938,9,280,
234511,1941,CYVR,11500,200,ASP,1,0,08R,49.190101623535156,-123.20800018310547,9,100.3,697,26L,49.18439865112305,-123.16100311279297,6,280.3,
234513,1941,CYVR,7300,200,CON,1,0,13,49.19990158081055,-123.20099639892578,8,142,,31,49.184200286865234,-123.18199920654297,7,322,
234510,1941,CYVR,3500,75,CON,0,1,XX,49.18579864501953,-123.2020034790039,8,99.8,,26A,49.184200286865234,-123.18800354003906,8,279.8,
234934,1946,CYWG,4500,200,ASP,0,1,07,49.908599853515625,-97.23529815673828,,75.4,,25,49.91170120239258,-97.21690368652344,775,255.4,
234935,1946,CYWG,8841,200,ASP,1,0,13,49.9128,-97.252197,783,137,,31,49.895302,-97.227203,773,317,
234936,1946,CYWG,11000,200,ASP,1,0,18,49.92530059814453,-97.23419952392578,781,189.3,,36,49.895599365234375,-97.24169921875,777,9.3,
234809,1957,CYXE,8300,200,ASP,1,0,09,52.17850112915039,-106.71800231933594,1653,101,,27,52.174198150634766,-106.68199920654297,1642,281,
234810,1957,CYXE,6200,150,ASP,1,0,15,52.179199,-106.705002,1645,165,,33,52.16294,-106.696728,1646,345,
234693,1973,CYYC,6200,150,ASP,1,1,08,51.104198,-114.029999,3531,90,,26,51.104198,-114.002998,3557,270,
234694,1973,CYYC,8000,200,ASP,1,0,11,51.126399993896484,-114.03700256347656,3547,119.5,,29,51.1156005859375,-114.00599670410156,3542,299.5,
319574,1973,CYYC,14000,200,CONC,1,0,17L,51.1483,-113.989998,3606,180,,35R,51.110001,-113.989998,3577,,
234695,1973,CYYC,12675,200,ASP,1,0,17R,51.13140106201172,-114.02100372314453,3556,180,,35L,51.09659957885742,-114.02100372314453,3543,360,
234597,1979,CYYJ,5027,200,ASP,1,0,03,48.64189910888672,-123.43399810791016,51,43.9,1405,21,48.65190124511719,-123.41899871826172,54,223.9,886
234598,1979,CYYJ,7000,200,ASP,1,0,09,48.6510009765625,-123.44000244140625,53,105,,27,48.645999908447266,-123.41200256347656,56,285,
234599,1979,CYYJ,5001,200,ASP,1,0,14,48.65250015258789,-123.43299865722656,63,151.9,427,32,48.64059829711914,-123.4229965209961,44,331.9,
234877,1986,CYYT,5028,100,ASP,1,1,02,47.611698,-52.738098,445,356,,20,47.625401,-52.739498,440,176,
234878,1986,CYYT,8502,200,ASP,1,0,10,47.623299,-52.7733,458,86,,28,47.625,-52.738899,437,266,
234879,1986,CYYT,7005,197,ASP,1,0,16,47.625801,-52.7514,444,142,,34,47.6106,-52.733898,431,322,
234792,1990,CYYZ,11120,200,ASP/CONC,1,0,05,43.67390060424805,-79.66390228271484,564,47,135,23,43.694698333740234,-79.63330078125,560,227,485
234794,1990,CYYZ,9697,200,ASP,1,0,06L,43.661048889160156,-79.62342834472656,529,47,,24R,43.678977966308594,-79.59736633300781,546,227,197
234793,1990,CYYZ,9000,200,ASP,1,0,06R,43.65829849243164,-79.6219253540039,525,47,,24L,43.675289154052734,-79.59723663330078,547,227,
234796,1990,CYYZ,11050,200,ASP,1,0,15L,43.691898345947266,-79.64219665527344,557,137,,33R,43.66999816894531,-79.61389923095703,544,317,
234795,1990,CYYZ,9088,200,ASP,1,0,15R,43.68579864501953,-79.65170288085938,551,137,588,33L,43.66749954223633,-79.62830352783203,544,317,588
232790,2049,DAAE,7874,148,ASP,1,0,08,36.709999084472656,5.056670188903809,20,80,,26,36.713600158691406,5.083059787750244,10,260,
232826,2050,DAAG,11483,197,ASP,1,0,05,36.69390106201172,3.220170021057129,72,53,,23,36.71289825439453,3.2513999938964844,82,233,
232827,2050,DAAG,11483,148,ASP,1,0,09,36.692100524902344,3.170830011367798,56,92,,27,36.691200256347656,3.2099199295043945,82,272,
232794,2051,DAAJ,7874,148,ASP,1,0,02,24.273899,9.44399,3140,22,,20,24.294201,9.45259,3163,202,
232795,2051,DAAJ,9843,148,ASP,1,0,13,24.293100357055664,9.451939582824707,3163,125,,31,24.276899337768555,9.476940155029297,3169,305,
232800,2056,DAAT,11811,148,ASP,1,0,02,22.79640007019043,5.444389820098877,4459,22,,20,22.826499938964844,5.457749843597412,4518,202,
232801,2056,DAAT,10171,148,ASP,1,0,08,22.807301,5.42277,4465,82,,26,22.8113,5.45269,4472,262,
232846,2057,DAAV,7874,148,ASP,1,0,17,36.80580139160156,5.871500015258789,20,171,,35,36.784400939941406,5.8757100105285645,36,351,
232792,2060,DABB,7513,148,ASP,1,0,05,36.82059860229492,7.8067498207092285,16,51.8,,23,36.83330154418945,7.8267998695373535,10,231.8,
232791,2060,DABB,9843,148,ASP,1,0,18,36.84510040283203,7.812739849090576,10,186.9,,36,36.81829833984375,7.808700084686279,16,6.9,335
232828,2061,DABC,7874,148,ASP,1,0,13,36.284401,6.61472,2306,136,,31,36.268902,6.63333,2254,316,
232829,2061,DABC,9843,148,ASP,0,0,16,36.28810119628906,6.610559940338135,2313,159,,34,36.26279830932617,6.622499942779541,2316,339,
232787,2063,DABT,9843,148,ASP,1,0,05,35.744300842285156,6.29502010345459,2664,54.9,,23,35.7598991394043,6.322159767150879,2700,234.9,
232812,2068,DAOI,5413,98,ASP,0,0,07,36.209652,1.323303,463,66,,25,36.215473,1.339783,463,246,
507543,2068,DAOI,8793,148,ASPH,0,0,08,36.214882,1.329539,497,,,26,36.220215,1.358608,497,,
232793,2070,DAON,8530,148,ASP,1,0,07,35.009300231933594,-1.4705899953842163,807,70,,25,35.017398834228516,-1.443809986114502,804,250,
232841,2071,DAOO,11811,148,ASP,1,0,07L,35.616641998291016,-0.6421390175819397,297,67,,25R,35.628944396972656,-0.6060810089111328,297,247,196
349210,2071,DAOO,9843,148,CON,1,0,07R,35.614200592041016,-0.6408609747886658,297,,,25L,35.62459945678711,-0.6102889776229858,297,,
232821,2076,DAUB,9469,148,ASP,0,0,13,34.801700592041016,5.726150035858154,285,130,,31,34.785099029541016,5.750470161437988,236,310,
233745,2087,DBBB,7906,148,ASP,1,0,06,6.350662,2.375753,16,53,125,24,6.363721,2.39313,13,233,
246024,2088,DFFD,9843,148,ASP,1,0,04,12.341699600219727,-1.5199700593948364,1034,33,,22,12.364439964294434,-1.50478994846344,982,213,
246023,2088,DFFD,6269,98,LAT,0,1,04R,12.344300270080566,-1.515779972076416,1040,35,,22L,12.358400344848633,-1.5056099891662598,994,215,
246022,2089,DFOO,10826,148,ASP,1,0,06,11.151100158691406,-4.342909812927246,1417,53,,24,11.168999671936035,-4.319029808044434,1483,233,
236092,2090,DGAA,11165,200,ASP,1,0,03,5.5909600257873535,-0.1726360023021698,177,22,,21,5.619410037994385,-0.16093599796295166,197,202,1349
236093,2091,DGLE,7999,148,ASP,0,0,05,9.549309730529785,-0.8710169792175293,530,45,,23,9.565070152282715,-0.8554109930992126,538,225,
236091,2093,DGSI,7612,148,ASP,1,0,02,6.70578,-1.59261,942,12,,20,6.72334,-1.58903,942,192,
237074,2096,DIAP,9843,164,ASP,1,0,03,5.248849868774414,-3.9314498901367188,21,23,,21,5.273920059204102,-3.92113995552063,11,203,
237073,2102,DIYO,9843,148,ASP,1,0,05,6.893020153045654,-5.374750137329102,651,42,,23,6.9133100509643555,-5.356410026550293,696,222,
237894,2104,DNAA,11842,197,ASP,1,0,04,8.993439674377441,7.253739833831787,1087,35,,22,9.020139694213867,7.272610187530518,1123,215,
327493,300781,DNAS,11155,190,ASP,1,0,11,,,,,,29,,,,,
323057,323056,DNBC,11154,148,ASP,1,0,17,,,,,,35,,,,,
237913,2108,DNEN,7879,148,ASP,1,0,08,6.472189903259277,7.550909996032715,466,80,,26,6.475910186767578,7.572299957275391,415,260,
237915,2111,DNIL,10169,197,ASP,1,0,05,8.430970191955566,4.483310222625732,1119,49,,23,8.449259757995605,4.504630088806152,1097,229,
237905,2114,DNKA,9843,197,ASP,1,0,05,10.687100410461426,7.309679985046387,2035,50,,23,10.70460033416748,7.3306097984313965,2069,230,
237891,2115,DNKN,8040,148,ASP,1,0,05,12.038900375366211,8.521869659423828,1533,44,492,23,12.05459976196289,8.537690162658691,1501,224,
237892,2115,DNKN,10831,197,ASP,1,0,06,12.041600227355957,8.5066499710083,1561,61,,24,12.055999755859375,8.53320026397705,1506,241,
237896,2116,DNMA,9846,197,ASP,1,0,05,11.84589958190918,13.07129955291748,1097,47,,23,11.864500045776367,13.091300010681152,1086,227,
237903,2118,DNMM,8997,148,ASP,1,0,18L,6.597010135650635,3.3291399478912354,135,180,,36R,6.57220983505249,3.3291399478912354,86,360,
237902,2118,DNMM,12794,197,ASP,1,0,18R,6.587779998779297,3.3135600090026855,64,180,,36L,6.552519798278809,3.3135600090026855,50,360,
237904,2120,DNPO,9843,197,ASP,1,0,03,5.0035,6.94312,82,28,,21,5.02741,6.95593,87,208,
237893,2121,DNSO,9844,197,ASP,1,0,08,12.912799835205078,5.193439960479736,1002,77,,26,12.918999671936035,5.2203497886657715,1010,257,
237877,2125,DRRN,10499,98,LAT,0,0,09L,13.484764,2.171051,728,87,,27R,13.486131,2.200581,715,267,
237876,2125,DRRN,9843,148,BITUM,1,0,09R,13.481611,2.169414,728,87,,27L,13.483231,2.204498,705,267,
239215,2133,DTTA,10499,148,ASP,1,0,01,36.8390998840332,10.223799705505371,13,12.3,,19,36.8671989440918,10.231399536132812,21,192.3,
239216,2133,DTTA,9318,148,ASP,1,0,11,36.85430145263672,10.217700004577637,19,112.5,,29,36.844398498535156,10.247200012207031,11,292.5,657
239226,2139,DTTJ,10171,148,ASP,1,0,09,33.875,10.76039981842041,9,88.3,,27,33.87590026855469,10.793899536132812,18,268.3,
239211,2143,DXNG,8202,148,CON,1,0,03,9.756830215454102,1.0870000123977661,1499,21.8,,21,9.777830123901367,1.0954999923706055,1515,201.8,
239210,2144,DXXX,9847,148,ASP,1,0,04,6.155129909515381,1.2456899881362915,61,39,,22,6.176340103149414,1.2625999450683594,63,219,
233635,2155,EBBR,9800,164,ASP,1,0,01,50.886902,4.49142,183,14,151,19,50.912899,4.50202,113,194,571
233637,2155,EBBR,11936,148,ASP,1,0,07L,50.89889907836914,4.455659866333008,129,65,846,25R,50.912601470947266,4.502630233764648,110,245,984
233636,2155,EBBR,10535,148,ASP,1,0,07R,50.888999938964844,4.480420112609863,175,70,400,25L,50.89889907836914,4.5233001708984375,159,250,
233634,2157,EBCI,10023,148,ASP,1,0,06,50.45517,4.436707,611,66,1477,24,50.466557,4.475922,583,246,
233628,2163,EBOS,10499,148,CON,1,0,08,51.196602,2.85277,15,75,985,26,51.2034,2.89727,13,256,1362
233629,2163,EBOS,2057,148,Grass,0,1,14,51.199501037597656,2.8659300804138184,13,137,,32,51.19540023803711,2.8721399307250977,13,317,
337086,301881,EDDB,11811,148,ASPH,1,0,06L,52.366724,13.480928,144,69,970,24R,52.378409,13.530214,154,249,985
337087,301881,EDDB,13123,197,concrete,1,0,06R,52.34544,13.468435,152,69,,24L,52.358431,13.523175,149,249,
236227,2210,EDDC,9350,197,CON,1,0,04,51.124664,13.754679,755,41,,22,51.144042,13.781355,703,221,990
236244,2211,EDDE,8530,164,ASP,1,0,09,50.981277,10.939734,1025,98,,27,50.978344,10.976471,1016,278,689
236134,2212,EDDF,13123,197,ASP,1,0,07C,50.03260040283203,8.534629821777344,329,69.6,,25C,50.045101165771484,8.586979866027832,364,249.6,
308341,2212,EDDF,9186,148,CON,1,0,07L,50.03710174560547,8.497079849243164,305,69.6,,25R,50.045799255371094,8.533720016479492,353,249.6,
236133,2212,EDDF,13123,148,CON,1,0,07R,50.02750015258789,8.534170150756836,328,69.6,,25L,50.04010009765625,8.586529731750488,362,249.6,
236135,2212,EDDF,13123,148,CON,1,0,18,50.034154,8.525944,326,180,,36,49.998493,8.526297,316,360,
236199,2213,EDDG,7119,148,ASP,1,0,07,52.131500244140625,7.670060157775879,156,71,,25,52.137901306152344,7.700019836425781,159,251,656
236258,2214,EDDH,10663,150,ASP,1,0,05,53.61830139160156,9.963709831237793,32,50.3,978,23,53.63710021972656,10.001799583435059,43,230.3,512
236259,2214,EDDH,12028,150,ASP,1,0,15,53.65439987182617,9.975210189819336,53,152.8,,33,53.625099182128906,10.000499725341797,35,332.8,1464
236185,2216,EDDK,8067,148,CON,1,0,06,50.86009979248047,7.123779773712158,231,64,,24,50.86970138549805,7.155270099639893,272,244,
236187,2216,EDDK,12516,197,ASP,1,0,13L,50.880501,7.12908,230,138,,31R,50.855202,7.16569,302,318,
236186,2216,EDDK,6112,148,ASP,1,0,13R,50.8708,7.12086,221,138,,31L,50.858501,7.13874,259,318,
236212,2217,EDDL,8858,148,CON,1,0,05L,51.28369903564453,6.748720169067383,116,53,984,23R,51.29840087890625,6.7796502113342285,124,233,984
236211,2217,EDDL,9842,148,CON,1,0,05R,51.279598236083984,6.751989841461182,121,53,984,23L,51.2958984375,6.786220073699951,138,233,984
236229,2218,EDDM,13123,197,CON,1,0,08L,48.36280059814453,11.767600059509277,1467,83.4,,26R,48.36690139770508,11.821200370788574,1449,263.4,
236228,2218,EDDM,13123,197,CON,1,0,08R,48.3406982421875,11.75100040435791,1486,83.4,,26L,48.34479904174805,11.80459976196289,1470,263.4,
236280,2219,EDDN,8858,148,ASP,1,0,10,49.5004997253418,11.059200286865234,1022,99,,28,49.49689865112305,11.095999717712402,1046,279,
236156,2220,EDDP,11811,148,CON,1,0,08L,51.43119812011719,12.215800285339355,418,85.7,,26R,51.43360137939453,12.267399787902832,448,265.7,
236157,2220,EDDP,11811,198,CON,1,0,08R,51.4116096496582,12.2046480178833,,86,,26L,51.41402053833008,12.256247520446777,,266,
236230,2222,EDDS,10974,148,CON,1,0,07,48.685699462890625,9.200130462646484,1267,72,984,25,48.694000244140625,9.243800163269043,1181,252,
608377,2222,EDDS,98,98,ASPH,1,0,H-NORTH,48.690545,9.219884,,72,,,,,,,
608378,2222,EDDS,98,98,ASPH,1,0,H-SOUTH,48.683245,9.197049,,72,,,,,,,
236233,2224,EDDV,2548,75,ASP,0,0,09C,52.464829,9.683748,178,92,214,27C,52.464514,9.695206,174,272,541
236235,2224,EDDV,12434,148,CON,1,0,09L,52.468377,9.648273,167,93,984,27R,52.466827,9.704151,169,273,984
236234,2224,EDDV,7677,148,CON,1,0,09R,52.45500183105469,9.676770210266113,172,93,,27L,52.45399856567383,9.711150169372559,179,273,
236161,2225,EDDW,2297,75,ASP,0,0,05,53.042598724365234,8.784239768981934,,52,,23,53.04650115966797,8.792400360107422,13,232,
236162,2225,EDDW,8642,148,ASP,1,0,09,53.046479,8.770064,13,88,952,27,53.04737,8.809341,14,268,985
236254,2227,EDFH,12467,148,ASP,1,0,03,49.9314,7.24688,1645,32,984,21,49.960201,7.27529,1588,212,984
236231,2237,EDJA,8629,148,ASP,1,0,06,47.983307,10.225642,2077,59,953,24,47.995356,10.255991,2077,239,953
236196,2244,EDLP,7152,148,ASP,1,0,06,51.608699798583984,8.603179931640625,699,57,,24,51.61940002441406,8.629590034484863,674,237,
236113,2246,EDLV,8005,148,PEM,1,0,09,51.60279846191406,6.124539852142334,95,92,,27,51.60210037231445,6.159729957580566,105,272,
236267,2247,EDLW,6562,148,ASP,1,0,06,51.51470184326172,7.601900100708008,418,61,984,24,51.52349853515625,7.626989841461182,401,241,984
236263,2256,EDNY,7729,148,ASP,1,0,06,47.66600036621094,9.49789047241211,1334,60,885,24,47.67660140991211,9.525090217590332,1367,240,675
608380,2256,EDNY,2163,98,GRASS,0,0,06L,47.668314,9.499345,,,,24R,47.672631,9.510478,,,
236109,2270,EDSB,9787,148,ASP,1,0,03,48.76789855957031,8.069761276245117,405,32,830,21,48.79079818725586,8.0912504196167,405,212,830
236215,2285,EDVK,4921,98,ASP,1,1,04,51.40230178833008,9.36913013458252,898,41,,22,51.412498474121094,9.383310317993164,872,221,
236216,2285,EDVK,2297,98,GRS,0,1,04L,51.40620040893555,9.370969772338867,,41,,22R,51.4109001159668,9.377710342407227,,221,
326801,2285,EDVK,8202,147,ASPH,1,0,09,51.421799,9.37423,861,95,,27,51.4198,9.41008,803,275,
235552,2357,EES,9930,98,ASP,0,0,13L,23.98150062561035,35.44960021972656,,132,,31R,23.963300704956055,35.4718017578125,,312,
235551,2357,EES,9840,148,ASP,0,0,13R,23.980199813842773,35.448299407958984,,132,,31L,23.962200164794922,35.470401763916016,,312,
235553,2357,EES,9530,131,ASP,0,0,15,23.988800048828125,35.45539855957031,,151,,33,23.965900421142578,35.469200134277344,,331,
235653,2301,EETN,11417,148,ASP,1,0,08,59.413338,24.805908,129,90,820,26,59.413174,24.867208,131,270,
235756,2307,EFHK,10039,197,ASP,1,0,04L,60.31290054321289,24.903900146484375,133,48,,22R,60.33150100708008,24.944700241088867,178,228,196
235755,2307,EFHK,11483,197,ASP,1,0,04R,60.309467,24.932343,152,48,787,22L,60.330692,24.979092,149,228,
235757,2307,EFHK,9518,197,ASP,1,0,15,60.330299377441406,24.964500427246094,162,154.1,,33,60.307098388671875,24.988300323486328,146,334.1,
235765,2314,EFIV,8199,148,ASP,1,0,04,68.59960174560547,27.38290023803711,480,47,,22,68.61489868164062,27.427799224853516,463,227,
235766,2314,EFIV,2625,148,ASP,1,0,08,68.6061019897461,27.42329978942871,475,92,,26,68.60579681396484,27.442899703979492,468,272,
235733,2325,EFKT,8202,148,ASP,1,0,16,67.71189880371094,24.839799880981445,632,166,,34,67.69010162353516,24.853900909423828,644,346,
235739,2326,EFKU,4921,148,ASP,0,1,06,63.004798889160156,27.785400390625,304,67.1,,24,63.0099983215332,27.812700271606445,284,247.1,
235740,2326,EFKU,9186,197,ASP,1,0,15,63.01810073852539,27.787599563598633,306,157.1,,33,62.99489974975586,27.809099197387695,316,337.2,
235772,2329,EFLP,8202,197,ASP,1,0,06,61.04010009765625,28.12310028076172,348,67,,24,61.04899978637695,28.165700912475586,349,247.1,
235771,2330,EFMA,6243,197,ASP,1,0,03,60.11439895629883,19.891399383544922,4,23,,21,60.130001068115234,19.90489959716797,17,203,
235769,2334,EFOU,8205,197,ASP,1,0,12,64.93579864501953,25.331899642944336,47,121,,30,64.92430114746094,25.377199172973633,33,301,
235718,2341,EFRO,9849,197,ASP,1,0,03,66.5541000366211,25.809999465942383,633,37,,21,66.57550048828125,25.850900650024414,609,217,
235749,2347,EFTP,8858,148,ASP,1,0,06,61.40890121459961,23.581600189208984,390,64.3,,24,61.41939926147461,23.627199172973633,366,244.4,
235722,2349,EFTU,8202,197,ASP,1,0,08,60.513099670410156,22.240100860595703,132,85,,26,60.515098571777344,22.285499572753906,141,265,
349935,2351,EFVA,4921,,ASP,0,1,11,,,,,,29,,,,,
235732,2351,EFVA,8727,157,ASP,1,0,16,63.06209945678711,21.754499435424805,19,163,,34,63.03919982910156,21.769899368286133,11,343,525
239418,2385,EGAA,9121,148,ASP,1,0,07,54.65230178833008,-6.2352399826049805,206,65,,25,54.66279983520508,-6.1961798667907715,268,245,
239419,2385,EGAA,6204,148,ASP,1,0,17,54.657901763916016,-6.2286200523376465,206,162,525,35,54.642601013183594,-6.219989776611328,258,342,502
239421,2389,EGBB,10013,148,ASP,1,0,15,52.465599060058594,-1.7611099481582642,305,148,1069,33,52.4463996887207,-1.7397199869155884,328,328,987
239540,2398,EGCC,10000,148,ASP,1,0,05L,53.34510040283203,-2.2927401065826416,212,51,1401,23R,53.36240005493164,-2.2571399211883545,249,231,600
239539,2398,EGCC,10007,148,CON,1,0,05R,53.332001,-2.31066,186,51,,23L,53.349098,-2.27499,227,231,604
239594,2415,EGFF,7723,148,ASP,1,0,12,51.401501,-3.35868,205,117,797,30,51.3918,-3.32799,213,297,551
239538,2417,EGGD,6598,148,ASP,1,0,09,51.382099,-2.7335,613,87,,27,51.383202,-2.70467,601,267,443
239580,2418,EGGP,7497,150,ASP,1,0,09,53.332848,-2.866881,59,86,200,27,53.334424,-2.832649,77,266,
239402,2419,EGGW,7093,148,ASP,1,0,07,51.872002,-0.38355,515,74,,25,51.877201,-0.353333,508,254,279
239574,2429,EGKK,8402,148,ASP,1,0,08L,51.146893,-0.212599,195,78,1053,26R,51.151825,-0.176795,195,258,1366
239573,2429,EGKK,10883,148,ASP,1,0,08R,51.145103,-0.212345,196,78,1288,26L,51.151493,-0.165992,196,258,1400
239399,2434,EGLL,12799,164,ASP,1,0,09L,51.47749,-0.489439,79,90,1007,27R,51.477681,-0.433227,78,270,
239398,2434,EGLL,12001,164,ASP,1,0,09R,51.46478,-0.486808,75,90,1013,27L,51.464957,-0.434048,77,270,
239428,2444,EGNM,7381,150,CON,1,0,14,53.8734016418457,-1.672070026397705,673,138,958,32,53.8583984375,-1.6490700244903564,662,318,962
236592,2447,EGNS,3934,151,ASP,1,0,03,54.077782,-4.631711,23,28,312,21,54.087296,-4.623116,52,208,
236593,2447,EGNS,6923,151,ASP,1,0,08,54.081387,-4.638947,29,78,951,26,54.08535,-4.60738,32,258,459
260436,2447,EGNS,2963,89,ASP,0,1,17,54.0853,-4.63028,,175,,35,54.0783,-4.6275,18,355,
239604,2448,EGNT,7644,148,ASP,1,0,07,55.033501,-1.70634,263,65,394,25,55.042301,-1.67327,239,245,446
239595,2450,EGNX,9495,148,ASP,1,0,09,52.830601,-1.34957,306,88,590,27,52.831402,-1.30667,282,268,426
239521,2459,EGPD,1893,151,CON,0,1,05,57.2036018371582,-2.20278000831604,203,46,,23,57.20719909667969,-2.1958301067352295,190,226,
239522,2459,EGPD,2165,75,ASP,0,1,14,57.20389938354492,-2.2019400596618652,200,139,,32,57.19940185546875,-2.1948599815368652,197,319,
239523,2459,EGPD,6407,150,ASP,1,0,16,57.20949935913086,-2.2034099102020264,203,158,,34,57.19430160522461,-2.19215989112854,215,338,
239524,2459,EGPD,853,75,ASP,0,1,18,57.2047004699707,-2.201669931411743,200,179,,36,57.20240020751953,-2.201590061187744,199,359,
239535,2461,EGPF,8730,148,ASP,1,0,05,55.863499,-4.44906,26,46,,23,55.879902,-4.41831,21,226,980
239536,2461,EGPF,3622,151,ASP,1,1,09,55.87220001220703,-4.4447197914123535,17,90.6,203,27,55.87200164794922,-4.427249908447266,23,270.6,
239588,2462,EGPH,8392,148,ASP,1,0,06,55.944,-3.39014,110,59,700,24,55.955898,-3.35506,100,239,700
239589,2462,EGPH,2621,150,ASP,0,1,08,55.946800231933594,-3.3560099601745605,100,70,,26,55.94929885864258,-3.3436899185180664,110,250,
239590,2462,EGPH,5730,150,ASP,1,1,12,55.95130157470703,-3.3594400882720947,99,119,,30,55.94380187988281,-3.33489990234375,134,299,204
239464,2464,EGPK,6253,148,ASP,1,0,02,55.4884,-4.58741,48,24,,20,55.503399,-4.57576,60,204,
239465,2464,EGPK,9800,148,PEM,1,0,12,55.516399,-4.61476,38,121,801,30,55.502399,-4.57448,65,301,
239531,2476,EGSS,10003,151,ASP,1,0,04,51.875081,0.219933,324,44,968,22,51.895166,0.25005,348,224,
235782,2512,EGYP,5003,75,ASP,1,0,05,-51.82440185546875,-58.45109939575195,215,55,,23,-51.81660079956055,-58.43299865722656,202,235,
235783,2512,EGYP,8497,150,ASP,1,0,10,-51.81769943237305,-58.47629928588867,244,105,,28,-51.82389831542969,-58.439998626708984,208,285,
237924,2513,EHAM,6627,148,ASP,1,0,04,52.30039978027344,4.783480167388916,-13,41,,22,52.31399917602539,4.803020000457764,-14,221,
237925,2513,EHAM,11283,148,ASP,1,0,06,52.287899017333984,4.734020233154297,-11,58,820,24,52.30459976196289,4.777520179748535,-12,238,
237926,2513,EHAM,11329,148,ASP,1,0,09,52.31660079956055,4.746349811553955,-12,87,294,27,52.31840133666992,4.796889781951904,-13,267,
237927,2513,EHAM,10826,148,ASP,1,0,18C,52.33140182495117,4.740029811859131,-13,183,,36C,52.30179977416992,4.737500190734863,-12,3,1476
237929,2513,EHAM,11155,148,ASP,1,0,18L,52.3213005065918,4.7799601554870605,-12,183,1887,36R,52.29079818725586,4.777349948883057,-11,3,
237928,2513,EHAM,12467,198,ASP,1,0,18R,52.362701416015625,4.711929798126221,-13,183,886,36L,52.3286018371582,4.7088398933410645,-12,3,
237921,2515,EHBK,9022,148,ASP,1,0,03,50.901798248291016,5.760049819946289,365,30,820,21,50.920799255371094,5.779230117797852,370,205,820
